Line Number,French Sentence,English Translation,last_run,last_score
"[78] COMME
",Regarde comme il court vite !,Look how fast he runs!,0,0
"[79] VA
",Ça ne va pas le faire !,It's not gonna be fine!,0,0
"[79] VA
",Ça ne va pas !,That won't work!,0,0
"[79] VA
",Ça ne va pas ?,Something wrong?,0,0
"[79] VA
",Quelque chose qui ne va pas ?,Something wrong with that?,0,0
"[79] VA
",Quelque chose ne va pas ?,Is something wrong?,0,0
"[79] VA
",Tout va bien ?,Are you all right?,0,0
"[79] VA
",Ça te va bien !,That looks good on you.,0,0
"[79] VA
","Quelque chose ne va pas, ici !",Something's not right here.,0,0
"[79] VA
",Ne va pas dans ma chambre !,Don't go in my room.,0,0
"[79] VA
",Où va ce livre ?,Where does this book go?,0,0
"[80] SES
",De quelle couleur sont ses yeux ?,What colour are her eyes?,0,0
"[80] SES
",Ne mets pas ses paroles en doute !,Don't doubt his words.,0,0
"[80] SES
",À quoi font allusion ses paroles ?,What do his words imply?,0,0
"[80] SES
",J'ai vu de la peur dans ses yeux.,I saw fear in her eyes.,0,0
"[80] SES
",Ce bureau a perdu un de ses pieds.,This desk has lost one of its legs.,0,0
"[80] SES
",Je vis de la peur dans ses yeux.,I saw fear in her eyes.,0,0
"[80] SES
",J'ai eu un bon dîner à ses frais.,I had a good dinner at his expense.,0,0
"[80] SES
",Il a raconté son secret à ses amis.,He told his friends his secret.,0,0
"[80] SES
",Il a coupé la corde avec ses dents.,He cut the rope with his teeth.,0,0
"[80] SES
",Ne juge pas un homme par ses habits.,Don't judge a man by his clothes.,0,0
"[81] ONT
",Ils en ont parlé au téléphone,They talked about it on the telephone.,0,0
"[81] ONT
",Quel âge ont les enfants ?,How old are the children?,0,0
"[81] ONT
",Quel âge ont les enfants ?,How old are the kids?,0,0
"[81] ONT
",Quel âge ont vos enfants ?,How old are your children?,0,0
"[81] ONT
",Par qui ont été écrits ces poèmes ?,By whom were these poems written?,0,0
"[81] ONT
",Les CD ont pris la place des vinyls.,CDs have taken the place of records.,0,0
"[81] ONT
",Les gens ont peur de la guerre.,People have a fear of wars.,0,0
"[81] ONT
",Les gens ont peur de la guerre.,People are afraid of war.,0,0
"[81] ONT
",Je sais de quoi ils ont l’air.,I know what they're like.,0,0
"[81] ONT
",Je crois en ce qu'ils ont dit.,I believe in what they said.,0,0
"[82] SAIS
",Tu sais qui je suis ?,Do you know me?,0,0
"[82] SAIS
",Comment ça tu ne sais pas ? !,What do you mean you don't know?!,0,0
"[82] SAIS
",Tu ne sais pas où est ma montre ?,Do you know where my watch is?,0,0
"[82] SAIS
",Ne me dis pas ce que je sais déjà !,Don't tell me what I already know.,0,0
"[82] SAIS
",Ne me dis pas ce que je sais !,Don't tell me what I know.,0,0
"[82] SAIS
",Je ne sais pas quoi faire demain !,I don't know what to do tomorrow.,0,0
"[82] SAIS
",Ne me dites pas ce que je sais !,Don't tell me what I know.,0,0
"[82] SAIS
",Tu sais que je t'aime !,You know I love you!,0,0
"[82] SAIS
","Tu ne sais pas danser, si ?","You can't dance, can you?",0,0
"[82] SAIS
",Je sais exactement où je me trouve,I know exactly where I am.,0,0
"[83] TOUJOURS
",Pourquoi toujours moi ?,Why always me?,0,0
"[83] TOUJOURS
",Cause toujours !,Whatever!,0,0
"[83] TOUJOURS
",On se voit toujours plus tard ?,Are we still on for later?,0,0
"[83] TOUJOURS
",J'en serai toujours capable ?,Will I still be able to do it?,0,0
"[83] TOUJOURS
",Vous jouez toujours au golf ?,Are you still playing golf?,0,0
"[83] TOUJOURS
",Il a toujours été fidèle à sa femme.,He was always faithful to his wife.,0,0
"[83] TOUJOURS
",Il est toujours en train de rire.,He is always laughing.,0,0
"[83] TOUJOURS
",Il est toujours chez lui le lundi.,He is always at home on Mondays.,0,0
"[83] TOUJOURS
",Il est toujours chez lui le lundi.,"On Mondays, he's always at home.",0,0
"[83] TOUJOURS
",Il est toujours chez lui le lundi.,He's always at home on Mondays.,0,0
"[84] TON
",Que fait ton père ?,What does your father do?,0,0
"[84] TON
",Où est ton père ?,Where is your father?,0,0
"[84] TON
",Où est ton père ?,Where's your father?,0,0
"[84] TON
",Où est ton chien ?,Where is your dog?,0,0
"[84] TON
",Où est ton frère ?,Where is your brother?,0,0
"[84] TON
",Fais de ton mieux !,Do your best!,0,0
"[84] TON
",Qui est ton professeur ?,Who is your teacher?,0,0
"[84] TON
",Qui est ton professeur ?,Who's your teacher?,0,0
"[84] TON
",Qui est ton petit ami ?,Who's your boyfriend?,0,0
"[84] TON
",Comment va ton père ?,How's your father?,0,0
"[85] MES
",Où sont mes livres ?,Where are my books?,0,0
"[85] MES
",Où sont mes parents ?,Where are my parents?,0,0
"[85] MES
",Ce ne sont pas mes affaires !,These things aren't mine!,0,0
"[85] MES
",Où sont mes affaires ?,Where are my things?,0,0
"[85] MES
",Où sont mes vêtements ?,Where are my clothes?,0,0
"[85] MES
",Où sont mes clés de voiture ?,Where are my car keys?,0,0
"[85] MES
",Elle m'a volé mes vêtements !,She stole my clothes!,0,0
"[85] MES
",Tu n'as pas vu mes clés ?,Didn't you see my keys?,0,0
"[85] MES
",Où sont mes lunettes ?,Where are my glasses?,0,0
"[85] MES
",Où sont mes clés ?,Where are my keys?,0,0
"[86] AUX
",Pense aux enfants !,Think about the children!,0,0
"[86] AUX
",J'ai mal aux yeux !,My eyes hurt!,0,0
"[86] AUX
","Ne dis rien aux autres, d'accord ?","Don't tell the others, OK?",0,0
"[86] AUX
",Tu crois aux fantômes ?,Do you believe in ghosts?,0,0
"[86] AUX
",Avance et fais place aux autres !,Step forward and make room for others.,0,0
"[86] AUX
",Vous croyez aux fantômes ?,Do you believe in ghosts?,0,0
"[86] AUX
",Je ne sais pas parler aux enfants.,I don't know how to talk to kids.,0,0
"[86] AUX
",Que dites-vous de jouer aux cartes ?,What do you say to playing cards?,0,0
"[86] AUX
",Le pays est aux mains de l’ennemi.,The country is in the grasp of the enemy.,0,0
"[86] AUX
",Est-ce que tu crois aux fantômes ?,Do you believe in ghosts?,0,0
"[87] OU
",Tu ne peux pas ou tu ne veux pas ?,You can't or you won't?,0,0
"[87] OU
",Être ou ne pas être ?,To be or not to be?,0,0
"[87] OU
","Qui est le plus jeune, lui ou moi ?","Who is younger, him or me?",0,0
"[87] OU
",Tu y vas en train ou en voiture ?,Do you go by train or by car?,0,0
"[87] OU
",Un garçon ou une fille ?,Is it a boy or a girl?,0,0
"[87] OU
",Tu es venu en train ou en bus ?,Did you come here by train or by bus?,0,0
"[87] OU
",Tu veux boire du thé ou du café ?,You want to drink tea or coffee?,0,0
"[87] OU
",Chambre simple ou double ?,Single or double room?,0,0
"[87] OU
","Prêt ou pas, me voilà !","Ready or not, here I come.",0,0
"[87] OU
",Viande ou poisson ?,Meat or fish?,0,0
"[88] PENSE
",Qui ne pense pas de même ?,Who doesn't think so?,0,0
"[88] PENSE
",N'y pense même pas !,Don't even think about it!,0,0
"[88] PENSE
",N'y pense même pas !,Don't even think about it.,0,0
"[88] PENSE
",N'y pense plus !,Don't think about that anymore.,0,0
"[88] PENSE
",Je pense donc je suis,I think therfore I am,0,0
"[88] PENSE
",Que pense Tom de Mary ?,What does Tom think of Mary?,0,0
"[88] PENSE
",Ne pense jamais autrement !,Don't ever think otherwise.,0,0
"[88] PENSE
",Je pense que je suis un peu jaloux.,I suppose I felt a little jealous.,0,0
"[88] PENSE
",Elle pense tout le temps à la bite.,She thinks about cocks all the time.,0,0
"[88] PENSE
",Je pense que sa vie est en danger.,I think his life is in danger.,0,0
"[89] S'EST
",Comment s'est passé votre été ?,How was your summer?,0,0
"[89] S'EST
",Comment s'est passé ton été ?,How was your summer?,0,0
"[89] S'EST
",Comment ça s'est produit ?,How did it come about?,0,0
"[89] S'EST
",Comment s'est passé votre séjour ?,How was your stay?,0,0
"[89] S'EST
",Comment s'est déroulé votre été ?,How was your summer?,0,0
"[89] S'EST
",Comment s'est déroulé ton été ?,How was your summer?,0,0
"[89] S'EST
",Comment s'est passé ton test ?,How was your test?,0,0
"[89] S'EST
",Qui s'est introduit dans la fête ?,Who crashed the party?,0,0
"[89] S'EST
",Comment s'est passée ta nuit ?,How was your night?,0,0
"[89] S'EST
","On s'est vraiment bien amusé, non ?","We sure had fun, didn't we?",0,0
"[90] M'A
",On m'a demandé ?,Has anyone asked for me?,0,0
"[90] M'A
",Ta femme m'a vu et te l’a dit ?,Your wife saw me and told you?,0,0
"[90] M'A
",Elle m'a volé mes vêtements !,She stole my clothes!,0,0
"[90] M'A
",Je ne sais pas ce qui m'a pris.,I don't know what came over me.,0,0
"[90] M'A
",Il m'a dit que son père était mort.,He told me that his father was dead.,0,0
"[90] M'A
",Elle m'a dit au revoir pour de bon.,She said good-by to me for good.,0,0
"[90] M'A
",Il m'a dit de me laver la figure.,He told me to wash my face.,0,0
"[90] M'A
",Il ne m'a pas répondu un seul mot.,He answered not a word to me.,0,0
"[90] M'A
",Il m'a donné du pain et du lait.,"He gave me some bread, also some milk.",0,0
"[90] M'A
",Il m'a dit de ne pas fumer.,He told me not to smoke.,0,0
"[91] MÊME
",Qui ne pense pas de même ?,Who doesn't think so?,0,0
"[91] MÊME
",Pas même moi !,Not even me!,0,0
"[91] MÊME
",N'y pense même pas !,Don't even think about it!,0,0
"[91] MÊME
",N'y pense même pas !,Don't even think about it.,0,0
"[91] MÊME
",Il ne sait même pas nager !,He doesn't even know how to swim!,0,0
"[91] MÊME
",Nous sommes dans le même bateau !,We are on the same boat.,0,0
"[91] MÊME
",N'y pensez même pas !,Don't even think about it.,0,0
"[91] MÊME
",Je ne veux même pas que tu y sois.,I don't even want you there.,0,0
"[91] MÊME
",Je ne veux même pas que tu sois là.,I don't even want you there.,0,0
"[91] MÊME
",Je n'ai même pas le temps de lire.,I don't even have time to read.,0,0
"[92] DIT
",Je vous l’ai dit !,I told you so.,0,0
"[92] DIT
",Je n'ai pas dit ça !,I didn't say this!,0,0
"[92] DIT
",Je te l’ai dit !,I told you so.,0,0
"[92] DIT
",Tu ne lui as rien dit ?,You didn't tell him anything?,0,0
"[92] DIT
",Tu ne lui as rien dit ?,You didn't tell her anything?,0,0
"[92] DIT
",Je n'ai jamais dit ça !,I've never said that!,0,0
"[92] DIT
",Je n'ai jamais dit ça !,I never said that!,0,0
"[92] DIT
",Qui a dit cela ?,Who said that?,0,0
"[92] DIT
",Fais ce qu'il dit !,Do what he says.,0,0
"[92] DIT
",Je ne comprends rien à ce qu'il dit,I don't understand a word of what he says.,0,0
"[93] AVOIR
",Je peux avoir un reçu ?,May I have a receipt?,0,0
"[93] AVOIR
",Ne te laisse pas avoir !,Don't fall for it!,0,0
"[93] AVOIR
",Tu ne peux pas avoir trente ans !,You can't be thirty years old.,0,0
"[93] AVOIR
",Comment avoir seulement du thé ?,How to merely get tea?,0,0
"[93] AVOIR
",Nous allons avoir un bébé !,We're going to have a baby!,0,0
"[93] AVOIR
",Désolé de vous avoir surpris !,Sorry I startled you!,0,0
"[93] AVOIR
",Ne vous laissez pas avoir !,Don't fall for it!,0,0
"[93] AVOIR
",J'ai peur de ne plus avoir de café.,I'm afraid I've run short of coffee.,0,0
"[93] AVOIR
",Il ne peut pas avoir lu ce livre.,He can't have read this book.,0,0
"[93] AVOIR
",Il n'y a pas de quoi avoir peur.,There's nothing to be afraid of.,0,0
"[94] CHOSE
",Cette chose est à toi ?,Is that thing yours?,0,0
"[94] CHOSE
",Quelque chose qui ne va pas ?,Something wrong with that?,0,0
"[94] CHOSE
",Quelque chose ne va pas ?,Is something wrong?,0,0
"[94] CHOSE
",Tu veux quelque chose ?,Do you want anything?,0,0
"[94] CHOSE
",Vous avez quelque chose à me dire ?,Do you have something that you want to say to me?,0,0
"[94] CHOSE
","Quelque chose ne va pas, ici !",Something's not right here.,0,0
"[94] CHOSE
",Il faut faire quelque chose !,Something must be done!,0,0
"[94] CHOSE
","Tu veux quelque chose de moi, non ?","You want something from me, don't you?",0,0
"[94] CHOSE
",Tu as quelque chose à manger ?,Have you anything to eat?,0,0
"[94] CHOSE
",Il y a quelque chose entre vous?,Is there anything between you?,0,0
"[95] VOIR
",Je dois la voir !,I have to see it!,0,0
"[95] VOIR
",Je dois le voir !,I have to see it!,0,0
"[95] VOIR
","Tu ne veux pas voir ça, si ?","You don't want to see this, do you?",0,0
"[95] VOIR
","Vous ne voulez pas voir ça, si ?","You don't want to see this, do you?",0,0
"[95] VOIR
",Comme je suis content de te voir !,How glad I am to see you!,0,0
"[95] VOIR
",Tu viens voir un film avec moi ?,Why don't you come to the movies with me?,0,0
"[95] VOIR
",Viens voir ça !,Come and look at this!,0,0
"[95] VOIR
","Tu ne veux pas voir ceci, si ?","You don't want to see this, do you?",0,0
"[95] VOIR
",Vous voulez voir ma chambre ?,Do you want to see my bedroom?,0,0
"[95] VOIR
",Je n'arrive à rien voir !,I can't see anything!,0,0
"[96] AS
",Tu ne le lui as pas fait dire !,That's told him!,0,0
"[96] AS
",C'est tout ce que tu as ?,That all you've got?,0,0
"[96] AS
",Ça tu ne le lui as pas fait dire !,That's told him!,0,0
"[96] AS
",Tu as du temps?,Do you have some time?,0,0
"[96] AS
",Tu ne lui as rien dit ?,You didn't tell him anything?,0,0
"[96] AS
",Tu ne lui as rien dit ?,You didn't tell her anything?,0,0
"[96] AS
",Tu as quelque chose à manger ?,Have you anything to eat?,0,0
"[96] AS
",Tu en as peur?,Are you afraid of it?,0,0
"[96] AS
",Comme tu as de la chance !,How lucky you are!,0,0
"[96] AS
",Tu as du feu ?,Do you have a light?,0,0
"[97] PEU
",Encore un peu ?,A little more?,0,0
"[97] PEU
",C'est peu dire !,That's an understatement!,0,0
"[97] PEU
","Il a l’air un peu fatigué, non ?","He looks a bit tired, doesn't he?",0,0
"[97] PEU
",Elle en ferait pas un peu trop ?,Methinks the Lady protesteth too much!,0,0
"[97] PEU
",Attendez encore un peu !,Wait a little longer.,0,0
"[97] PEU
",Attendez un peu !,Hold on a minute.,0,0
"[97] PEU
",Attendez un peu !,Hang on!,0,0
"[97] PEU
","Un peu plus à droite, comme ceci !","A little more to the right, so!",0,0
"[97] PEU
",Ouvrez un peu la porte !,Open the door a bit!,0,0
"[97] PEU
",Restez un peu et écoutez !,Stay a while and listen.,0,0
"[98]
",Tu veux quelque chose ?,Do you want anything?,0,0
"[98]
",Vous avez quelque chose à me dire ?,Do you have something that you want to say to me?,0,0
"[98]
",Il faut faire quelque chose !,Something must be done!,0,0
"[98]
","Tu veux quelque chose de moi, non ?","You want something from me, don't you?",0,0
"[98]
",Tu as quelque chose à manger ?,Have you anything to eat?,0,0
"[98]
",Il y a quelque chose entre vous?,Is there anything between you?,0,0
"[98]
",Fais quelque chose !,Do something!,0,0
"[98]
",Tu vas quelque part ?,Are you going anywhere?,0,0
"[98]
",Tu veux boire quelque chose ?,Want to drink something?,0,0
"[98]
",Ça vous rappelle quelque chose ?,Sound familiar?,0,0
"[99] SANS
",Ne mange pas sans moi !,Don't eat without me.,0,0
"[99] SANS
",Que serait le monde sans thé ?,What would the world do without tea?,0,0
"[99] SANS
",Ne touchez à rien sans demander !,Don't touch anything without asking.,0,0
"[99] SANS
",Ne mangez pas sans moi !,Don't eat without me.,0,0
"[99] SANS
",Que serait la vie sans espoir ?,What would life be without hope?,0,0
"[99] SANS
",Ne touche à rien sans demander !,Don't touch anything without asking.,0,0
"[99] SANS
",Il n'y a pas de vie sans eau.,There is no life without water.,0,0
"[99] SANS
",Je ne sais pas vivre sans mon chat.,I can't live without my cat.,0,0
"[99] SANS
",Il l’a fait sans que je le sache.,He did it unbeknownst to me.,0,0
"[99] SANS
",Il l’a fait sans que je le sache.,He did it without me knowing.,0,0
"[100] FOIS
",Ne me lâche pas encore une fois !,Don't disappear on me again.,0,0
"[100] FOIS
",Ce sac est à la fois bien et cher.,This bag is both good and inexpensive.,0,0
"[100] FOIS
",Ne me lâchez pas encore une fois !,Don't disappear on me again.,0,0
"[100] FOIS
",Il est à la fois grand et beau.,He is tall and handsome.,0,0
"[100] FOIS
",Je l’ai vu une fois dans le train.,I have seen him once on the train.,0,0
"[100] FOIS
",Combien de fois y es-tu déjà allé ?,How often have you been there?,0,0
"[100] FOIS
",Il a mangé deux fois plus que moi.,He ate twice as much as I did.,0,0
"[100] FOIS
",A est cinq fois plus long que B.,A is 5 times as long as B.,0,0
"[100] FOIS
",Je me suis rendu deux fois à Paris.,I've been to Paris twice.,0,0
"[100] FOIS
",Combien de fois as-tu vu ce film ?,How many times did you see the movie?,0,0
"[1] L’
",Je vous l’ai dit !,I told you so.,0,0
"[1] L’
",Je te l’ai dit !,I told you so.,0,0
"[1] L’
",À tout à l’heure !,See you soon!,0,0
"[1] L’
",Ça a l’air bien !,That sounds good!,0,0
"[1] L’
",De quoi ça a l’air ?,What does it look like?,0,0
"[1] L’
",De quoi ça a l’air ?,How does it look?,0,0
"[1] L’
",Je l’ai trouvé !,I've found it.,0,0
"[1] L’
",Je vais être en retard à l’école !,I'll be late for school!,0,0
"[1] L’
",Qui l’a fait ?,Who did it?,0,0
"[1] L’
",Ta femme m'a vu et te l’a dit ?,Your wife saw me and told you?,0,0
"[2] DE
",Je ne veux pas de ça !,I don't want that.,0,0
"[2] DE
",Ne parle pas de moi !,Don't talk about me.,0,0
"[2] DE
",Qui est le plus grand de tous ?,Who is the tallest of all?,0,0
"[2] DE
",Qui ne pense pas de même ?,Who doesn't think so?,0,0
"[2] DE
",Il y a trop de choses à faire !,There are too many things to do!,0,0
"[2] DE
","Tu ne veux pas de cela, si ?","You don't want that, do you?",0,0
"[2] DE
",C'est la voiture de qui ?,Whose car is that?,0,0
"[2] DE
",Il fait un temps de chien,What horrible weather.,0,0
"[2] DE
",Qui est en train de lire ?,Who is reading?,0,0
"[2] DE
",C'est la chambre de qui ?,Whose room is this?,0,0
"[3] À
",Qui est à la maison ?,Who is in the house?,0,0
"[3] À
",Il y a trop de choses à faire !,There are too many things to do!,0,0
"[3] À
",Cette chose est à toi ?,Is that thing yours?,0,0
"[3] À
",À tout à l’heure !,See you soon!,0,0
"[3] À
",Ne parle à personne !,Don't talk to anyone.,0,0
"[3] À
",Vous avez quelque chose à me dire ?,Do you have something that you want to say to me?,0,0
"[3] À
",Je suis tout à fait d'accord !,I agree completely.,0,0
"[3] À
",Ne fais de mal à personne !,Don't hurt anyone.,0,0
"[3] À
",Je ne comprends rien à ce qu'il dit,I don't understand a word of what he says.,0,0
"[3] À
",Tu as quelque chose à manger ?,Have you anything to eat?,0,0
"[4] LA
",Qui est à la maison ?,Who is in the house?,0,0
"[4] LA
",Qui est dans la maison?,Who is in the house?,0,0
"[4] LA
",Je dois la voir !,I have to see it!,0,0
"[4] LA
",C'est la vie !,This is life!,0,0
"[4] LA
",C'est la vie !,So goes life!,0,0
"[4] LA
",C'est la voiture de qui ?,Whose car is that?,0,0
"[4] LA
",C'est la chambre de qui ?,Whose room is this?,0,0
"[4] LA
",Comment est la vie ?,How's life?,0,0
"[4] LA
",Comment est la vie ?,How is life?,0,0
"[4] LA
",Tu la connais ?,Do you know her?,0,0
"[5] PAS
",Ne me suis pas !,Don't follow me.,0,0
"[5] PAS
",Je ne suis pas comme vous !,I'm not like you!,0,0
"[5] PAS
","Tu ne peux pas le faire, si ?","You can't do it, can you?",0,0
"[5] PAS
",Moi je ne suis pas comme vous !,I'm not like you!,0,0
"[5] PAS
",Tu ne peux pas ou tu ne veux pas ?,You can't or you won't?,0,0
"[5] PAS
",Je ne suis pas un homme !,I'm not a man!,0,0
"[5] PAS
",Je ne suis pas un homme !,I am not a man!,0,0
"[5] PAS
",Je ne veux pas de ça !,I don't want that.,0,0
"[5] PAS
",Ne parle pas de moi !,Don't talk about me.,0,0
"[5] PAS
",Ne me parle pas !,Don't talk to me!,0,0
"[6] LE
",Je peux le faire !,I can do this.,0,0
"[6] LE
",Tu peux le faire !,You can do it.,0,0
"[6] LE
","Tu ne peux pas le faire, si ?","You can't do it, can you?",0,0
"[6] LE
",Qui est le plus grand de tous ?,Who is the tallest of all?,0,0
"[6] LE
",Tu ne le lui as pas fait dire !,That's told him!,0,0
"[6] LE
",Ça ne va pas le faire !,It's not gonna be fine!,0,0
"[6] LE
","Tu ne le veux pas vraiment, si ?","You don't really want that, do you?",0,0
"[6] LE
",Je dois le voir !,I have to see it!,0,0
"[6] LE
",Ça tu ne le lui as pas fait dire !,That's told him!,0,0
"[6] LE
",Ne le fais pas !,Don't do it!,0,0
"[7] QUE
",Il est plus que grand temps !,It's high time to get going!,0,0
"[7] QUE
",C'est tout ce que tu as ?,That all you've got?,0,0
"[7] QUE
",C'est aussi bon que ça ?!,It's THAT good?!,0,0
"[7] QUE
",Je ne fais que parler !,I'm just saying!,0,0
"[7] QUE
",Tu comprends ce que je veux dire ?,Do you see what I mean?,0,0
"[7] QUE
",Tu vois ce que je veux dire ?,You see what I mean?,0,0
"[7] QUE
",Tu le connais aussi bien que ça ?,Do you know him that much?,0,0
"[7] QUE
",C'est comme ça que tu fais !,That's how you do it!,0,0
"[7] QUE
",Demande ce que tu veux !,Ask for what you want!,0,0
"[7] QUE
",Demande à qui que ce soit !,Ask anybody.,0,0
"[8] EST
",Il est temps !,It's about time.,0,0
"[8] EST
",À qui est ce livre ?,Whose book is this?,0,0
"[8] EST
",À qui est ce livre ?,Whose book is that?,0,0
"[8] EST
",Qui est à la maison ?,Who is in the house?,0,0
"[8] EST
",Il est bien temps !,It's about time.,0,0
"[8] EST
",Qui est le plus grand de tous ?,Who is the tallest of all?,0,0
"[8] EST
",Il est plus que grand temps !,It's high time to get going!,0,0
"[8] EST
",Il est si grand !,It's so big!,0,0
"[8] EST
",Il est grand temps !,It's about time.,0,0
"[8] EST
",Qui est dans la maison?,Who is in the house?,0,0
"[9] VOUS
",Je suis avec vous,I'm by your side.,0,0
"[9] VOUS
",Je ne suis pas comme vous !,I'm not like you!,0,0
"[9] VOUS
",Moi je ne suis pas comme vous !,I'm not like you!,0,0
"[9] VOUS
",Je ne vous dois rien !,I don't owe you squat!,0,0
"[9] VOUS
",Je vous l’ai dit !,I told you so.,0,0
"[9] VOUS
",Ça vous a fait mal ?,Did it hurt?,0,0
"[9] VOUS
",Que vous êtes grand !,How tall you are!,0,0
"[9] VOUS
",Qui vous a donné ça ?,Who gave you this?,0,0
"[9] VOUS
",Comme vous êtes grand !,How tall you are!,0,0
"[9] VOUS
",Que vous êtes grande !,How tall you are!,0,0
"[10] UN
",Je ne suis pas un homme !,I'm not a man!,0,0
"[10] UN
",Je ne suis pas un homme !,I am not a man!,0,0
"[10] UN
",Il y a un chien !,There is a dog!,0,0
"[10] UN
",Il y a un chien !,There's a dog!,0,0
"[10] UN
",Il fait un temps de chien,What horrible weather.,0,0
"[10] UN
",Encore un peu ?,A little more?,0,0
"[10] UN
",Il y a un problème ?,Is there a problem?,0,0
"[10] UN
",Je peux avoir un reçu ?,May I have a receipt?,0,0
"[10] UN
",C'est un problème !,This is a problem!,0,0
"[10] UN
",Vous avez un problème ?,What is wrong with you?,0,0
"[11] NE
",Je ne suis pas comme vous !,I'm not like you!,0,0
"[11] NE
","Tu ne peux pas le faire, si ?","You can't do it, can you?",0,0
"[11] NE
",Moi je ne suis pas comme vous !,I'm not like you!,0,0
"[11] NE
",Tu ne peux pas ou tu ne veux pas ?,You can't or you won't?,0,0
"[11] NE
",Je ne suis pas un homme !,I'm not a man!,0,0
"[11] NE
",Je ne suis pas un homme !,I am not a man!,0,0
"[11] NE
",Je ne veux pas de ça !,I don't want that.,0,0
"[11] NE
",Qui ne pense pas de même ?,Who doesn't think so?,0,0
"[11] NE
",Tu ne le lui as pas fait dire !,That's told him!,0,0
"[11] NE
",Être ou ne pas être ?,To be or not to be?,0,0
"[12] CE
",À qui est ce livre ?,Whose book is this?,0,0
"[12] CE
",À qui est ce livre ?,Whose book is that?,0,0
"[12] CE
",C'est tout ce que tu as ?,That all you've got?,0,0
"[12] CE
",Tu comprends ce que je veux dire ?,Do you see what I mean?,0,0
"[12] CE
",Tu vois ce que je veux dire ?,You see what I mean?,0,0
"[12] CE
",De quoi parle ce livre ?,What is the book about?,0,0
"[12] CE
",Demande ce que tu veux !,Ask for what you want!,0,0
"[12] CE
",Fais ce qu'il dit !,Do what he says.,0,0
"[12] CE
",Où va ce livre ?,Where does this book go?,0,0
"[12] CE
",À qui est ce livre sur le bureau ?,Whose book is this on the desk?,0,0
"[13] A
",Qui a fait ça ?,Who did this?,0,0
"[13] A
",Il y a trop de choses à faire !,There are too many things to do!,0,0
"[13] A
",Il y a un chien !,There is a dog!,0,0
"[13] A
",Il y a un chien !,There's a dog!,0,0
"[13] A
",Ça vous a fait mal ?,Did it hurt?,0,0
"[13] A
",Qui a dit cela ?,Who said that?,0,0
"[13] A
",Il y a un problème ?,Is there a problem?,0,0
"[13] A
",Il y a quelqu'un ?,Is anybody here?,0,0
"[13] A
",Il y a quelque chose entre vous?,Is there anything between you?,0,0
"[13] A
",Qui a eu cette idée ?,Who had this idea?,0,0
"[14] UNE
",Tu veux une voiture ?,Do you want a car?,0,0
"[14] UNE
",Un chat n'est pas une personne !,A cat is not a person!,0,0
"[14] UNE
",Un garçon ou une fille ?,Is it a boy or a girl?,0,0
"[14] UNE
",C'est une bonne fille,She's a good girl.,0,0
"[14] UNE
",Qui a écrit une lettre ?,Who wrote a letter?,0,0
"[14] UNE
",C'est une belle journée !,It's a beautiful day!,0,0
"[14] UNE
",Je peux te poser une question?,Can I ask you a question?,0,0
"[14] UNE
",Ma vie pour une bière !,I'm dying for a beer!,0,0
"[14] UNE
",Passe une bonne journée !,Have a nice day.,0,0
"[14] UNE
",Je te souhaite une bonne journée !,I hope you have a great day!,0,0
"[15] LES
",Pourquoi pas les deux ?,Why not both?,0,0
"[15] LES
",Où sont les garçons ?,Where are the boys?,0,0
"[15] LES
",Où sont tous les autres ?,Where are all the others?,0,0
"[15] LES
",Où sont tous les autres ?,Where's everybody else?,0,0
"[15] LES
",Où sont tous les autres ?,Where's everyone else?,0,0
"[15] LES
",Où sont les autres ?,Where are the others?,0,0
"[15] LES
",Où sont les pommes ?,Where are the apples?,0,0
"[15] LES
",Où sont les filles ?,Where are the girls?,0,0
"[15] LES
",Où sont toutes les autres ?,Where's everybody else?,0,0
"[15] LES
",Où sont toutes les autres ?,Where's everyone else?,0,0
"[16] JE
",Moi je ne suis pas comme vous !,I'm not like you!,0,0
"[16] JE
",Tu sais qui je suis ?,Do you know me?,0,0
"[16] JE
",Moi je ne suis pas comme toi !,I'm not like you!,0,0
"[16] JE
",Tu comprends ce que je veux dire ?,Do you see what I mean?,0,0
"[16] JE
",Tu vois ce que je veux dire ?,You see what I mean?,0,0
"[16] JE
",Ne me dis pas ce que je sais déjà !,Don't tell me what I already know.,0,0
"[16] JE
",Ne me dis pas ce que je sais !,Don't tell me what I know.,0,0
"[16] JE
",Comme je suis content de te voir !,How glad I am to see you!,0,0
"[16] JE
",Je pense donc je suis,I think therfore I am,0,0
"[16] JE
",Que je suis heureux aujourd'hui !,How happy I am today!,0,0
"[17] EN
",Je ne peux plus en prendre !,I can't take any more!,0,0
"[17] EN
",Qui est en train de lire ?,Who is reading?,0,0
"[17] EN
",Qui est en train de regarder ?,Who's watching?,0,0
"[17] EN
",Tu vas lui en parler ?,Are you going to tell him?,0,0
"[17] EN
",Tu vas lui en parler ?,Are you going to tell her?,0,0
"[17] EN
",Tu en as peur?,Are you afraid of it?,0,0
"[17] EN
",Tu y vas en train ou en voiture ?,Do you go by train or by car?,0,0
"[17] EN
",Vous en avez peur?,Are you afraid of it?,0,0
"[17] EN
",Je vais être en retard à l’école !,I'll be late for school!,0,0
"[17] EN
",Tu es venu en train ou en bus ?,Did you come here by train or by bus?,0,0
"[18] POUR
",Au temps pour moi !,My bad!,0,0
